component_1,component_2,cluster_id
0.19528274,0.25574595,2
0.21819468,-0.13192259,4
0.33448216,-0.21243906,5
0.21242917,0.05074908,1
0.32295543,-0.14825793,0
0.20307352,-0.09404841,4
0.15257467,-0.0031820755,4
0.2238261,-0.014574726,4
0.37961504,-0.16001692,1
0.27776602,-0.16874018,5
0.36151043,0.1357513,4
0.3676903,-0.06645592,0
0.30084902,-0.14845921,0
0.16894743,-0.061184734,0
0.4070944,-0.2712567,1
0.2546473,-0.033127517,4
0.13407202,0.07213011,4
0.31108394,0.047975082,4
0.39461187,-0.16144139,0
0.34147373,0.017029531,0
0.24246168,-0.09436548,0
0.16334344,0.0335214,4
0.43598685,-0.0017117088,1
0.28853416,0.0031117206,1
0.25776732,0.0050040833,4
0.22055744,0.04431459,4
0.5240784,-0.09796254,5
0.30222258,0.05687747,0
0.37941504,-0.07554225,5
0.3041562,-0.060082726,1
0.33452842,-0.0054303133,1
0.33975294,0.018749654,5
0.30178726,0.29790682,4
0.3114174,-0.030682622,1
0.30576718,-0.028825458,1
0.3327855,-0.05014494,0
0.3068436,-0.011211117,4
0.18058456,-0.07317362,4
0.21853085,0.046088543,4
0.31923005,0.16762504,1
0.47280726,-0.23015898,5
0.3418804,-0.10581305,0
0.3195044,-0.14930192,5
0.20550255,0.20254573,4
0.43396658,-0.23232949,1
0.28779888,-0.035295,4
0.39817464,-0.2156845,1
0.5082191,-0.156618,5
0.51668775,-0.1299841,0
0.23757516,0.187968,4
0.31965312,-0.09125659,0
0.28986666,-0.05573382,0
0.29522285,0.12826124,4
0.36674702,-0.14685376,4
0.41474023,0.03255396,1
0.38703617,-0.10785648,0
0.26964822,-0.09248172,5
0.29199368,-0.120454304,0
0.49105644,-0.2706197,1
0.36430404,0.036691796,4
0.3992385,0.05141684,5
0.30248362,0.073195815,4
0.23448573,-0.06674527,1
0.34044716,-0.17326158,5
0.33037764,0.06452777,4
0.30745512,-0.10429728,0
0.42881733,-0.0013558385,1
